seconds_from_attack_start,attack_payload,attack_delivery,syscall,key,comm,command,proctitle,cwd,manual_label,manual_note,timestamp,event_id,anchor_phase,attack_run_id,attack_chain_id,attack_category,success,exit,exe,path,paths,uid,euid,auid,pid,ppid,tty,ses
-2.358111,vandalism/nginx_delete,scp_then_ssh,execve,exec,mkdir,mkdir -p projects/project_11/src projects/project_11/data projects/project_11/notes projects/project_11/reports projects/project_11/config docs scripts downloads temp archive logs,mkdir -p projects/project_11/src projects/project_11/data projects/project_11/notes projects/project_11/reports projects/project,/home/analyst/baseline_workload/run_20260509_041538,benign,,1778300641.227,47524,pre_context,20260508_212404_nginx_delete_YuCbYY,20260508_212404_scp_nginx_dns_delete_CMzhrV,vandalism,yes,0,/usr/bin/mkdir,/usr/bin/mkdir,/usr/bin/mkdir|/lib64/ld-linux-x86-64.so.2,1000,1000,1000,26680,15400,(none),25
-2.357111,vandalism/nginx_delete,scp_then_ssh,mkdir,home_activity,mkdir,,mkdir -p projects/project_11/src projects/project_11/data projects/project_11/notes projects/project_11/reports projects/project,/home/analyst/baseline_workload/run_20260509_041538,benign,,1778300641.228,47525,pre_context,20260508_212404_nginx_delete_YuCbYY,20260508_212404_scp_nginx_dns_delete_CMzhrV,vandalism,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538,/home/analyst/baseline_workload/run_20260509_041538,1000,1000,1000,26680,15400,(none),25
-2.357111,vandalism/nginx_delete,scp_then_ssh,mkdir,home_activity,mkdir,,mkdir -p projects/project_11/src projects/project_11/data projects/project_11/notes projects/project_11/reports projects/project,/home/analyst/baseline_workload/run_20260509_041538/projects,benign,,1778300641.228,47526,pre_context,20260508_212404_nginx_delete_YuCbYY,20260508_212404_scp_nginx_dns_delete_CMzhrV,vandalism,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538/projects,/home/analyst/baseline_workload/run_20260509_041538/projects,1000,1000,1000,26680,15400,(none),25
-2.357111,vandalism/nginx_delete,scp_then_ssh,mkdir,home_activity,mkdir,,mkdir -p projects/project_11/src projects/project_11/data projects/project_11/notes projects/project_11/reports projects/project,/home/analyst/baseline_workload/run_20260509_041538/projects/project_11,benign,,1778300641.228,47527,pre_context,20260508_212404_nginx_delete_YuCbYY,20260508_212404_scp_nginx_dns_delete_CMzhrV,vandalism,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538/projects/project_11,/home/analyst/baseline_workload/run_20260509_041538/projects/project_11,1000,1000,1000,26680,15400,(none),25
-2.357111,vandalism/nginx_delete,scp_then_ssh,mkdir,home_activity,mkdir,,mkdir -p projects/project_11/src projects/project_11/data projects/project_11/notes projects/project_11/reports projects/project,/home/analyst/baseline_workload/run_20260509_041538,benign,,1778300641.228,47528,pre_context,20260508_212404_nginx_delete_YuCbYY,20260508_212404_scp_nginx_dns_delete_CMzhrV,vandalism,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538,/home/analyst/baseline_workload/run_20260509_041538,1000,1000,1000,26680,15400,(none),25
-2.357111,vandalism/nginx_delete,scp_then_ssh,mkdir,home_activity,mkdir,,mkdir -p projects/project_11/src projects/project_11/data projects/project_11/notes projects/project_11/reports projects/project,/home/analyst/baseline_workload/run_20260509_041538/projects,benign,,1778300641.228,47529,pre_context,20260508_212404_nginx_delete_YuCbYY,20260508_212404_scp_nginx_dns_delete_CMzhrV,vandalism,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538/projects,/home/analyst/baseline_workload/run_20260509_041538/projects,1000,1000,1000,26680,15400,(none),25
-2.357111,vandalism/nginx_delete,scp_then_ssh,mkdir,home_activity,mkdir,,mkdir -p projects/project_11/src projects/project_11/data projects/project_11/notes projects/project_11/reports projects/project,/home/analyst/baseline_workload/run_20260509_041538/projects/project_11,benign,,1778300641.228,47530,pre_context,20260508_212404_nginx_delete_YuCbYY,20260508_212404_scp_nginx_dns_delete_CMzhrV,vandalism,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538/projects/project_11,/home/analyst/baseline_workload/run_20260509_041538/projects/project_11,1000,1000,1000,26680,15400,(none),25
-2.357111,vandalism/nginx_delete,scp_then_ssh,mkdir,home_activity,mkdir,,mkdir -p projects/project_11/src projects/project_11/data projects/project_11/notes projects/project_11/reports projects/project,/home/analyst/baseline_workload/run_20260509_041538,benign,,1778300641.228,47531,pre_context,20260508_212404_nginx_delete_YuCbYY,20260508_212404_scp_nginx_dns_delete_CMzhrV,vandalism,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538,/home/analyst/baseline_workload/run_20260509_041538,1000,1000,1000,26680,15400,(none),25
-2.357111,vandalism/nginx_delete,scp_then_ssh,mkdir,home_activity,mkdir,,mkdir -p projects/project_11/src projects/project_11/data projects/project_11/notes projects/project_11/reports projects/project,/home/analyst/baseline_workload/run_20260509_041538/projects,benign,,1778300641.228,47532,pre_context,20260508_212404_nginx_delete_YuCbYY,20260508_212404_scp_nginx_dns_delete_CMzhrV,vandalism,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538/projects,/home/analyst/baseline_workload/run_20260509_041538/projects,1000,1000,1000,26680,15400,(none),25
-2.357111,vandalism/nginx_delete,scp_then_ssh,mkdir,home_activity,mkdir,,mkdir -p projects/project_11/src projects/project_11/data projects/project_11/notes projects/project_11/reports projects/project,/home/analyst/baseline_workload/run_20260509_041538/projects/project_11,benign,,1778300641.228,47533,pre_context,20260508_212404_nginx_delete_YuCbYY,20260508_212404_scp_nginx_dns_delete_CMzhrV,vandalism,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538/projects/project_11,/home/analyst/baseline_workload/run_20260509_041538/projects/project_11,1000,1000,1000,26680,15400,(none),25
