seconds_from_attack_start,attack_payload,attack_delivery,syscall,key,comm,command,proctitle,cwd,manual_label,manual_note,timestamp,event_id,anchor_phase,attack_run_id,attack_chain_id,attack_category,success,exit,exe,path,paths,uid,euid,auid,pid,ppid,tty,ses
-1.673788,persistence_tasks/systemd_watershell,windows_ncat_auto,execve,exec,mkdir,mkdir -p projects/project_6/src projects/project_6/data projects/project_6/notes projects/project_6/reports projects/project_6/config docs scripts downloads temp archive logs,mkdir -p projects/project_6/src projects/project_6/data projects/project_6/notes projects/project_6/reports projects/project_6/c,/home/analyst/baseline_workload/run_20260509_041538,benign,,1778300422.430,29546,pre_context,20260508_212024_systemd_watershell_SneJlG,20260508_212024_reverse_watershell_firewall_disable_Pe1og8,persistence_tasks,yes,0,/usr/bin/mkdir,/usr/bin/mkdir,/usr/bin/mkdir|/lib64/ld-linux-x86-64.so.2,1000,1000,1000,21619,15400,(none),25
-1.672788,persistence_tasks/systemd_watershell,windows_ncat_auto,mkdir,home_activity,mkdir,,mkdir -p projects/project_6/src projects/project_6/data projects/project_6/notes projects/project_6/reports projects/project_6/c,/home/analyst/baseline_workload/run_20260509_041538,benign,,1778300422.431,29547,pre_context,20260508_212024_systemd_watershell_SneJlG,20260508_212024_reverse_watershell_firewall_disable_Pe1og8,persistence_tasks,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538,/home/analyst/baseline_workload/run_20260509_041538,1000,1000,1000,21619,15400,(none),25
-1.671788,persistence_tasks/systemd_watershell,windows_ncat_auto,mkdir,home_activity,mkdir,,mkdir -p projects/project_6/src projects/project_6/data projects/project_6/notes projects/project_6/reports projects/project_6/c,/home/analyst/baseline_workload/run_20260509_041538/projects,benign,,1778300422.432,29548,pre_context,20260508_212024_systemd_watershell_SneJlG,20260508_212024_reverse_watershell_firewall_disable_Pe1og8,persistence_tasks,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538/projects,/home/analyst/baseline_workload/run_20260509_041538/projects,1000,1000,1000,21619,15400,(none),25
-1.671788,persistence_tasks/systemd_watershell,windows_ncat_auto,mkdir,home_activity,mkdir,,mkdir -p projects/project_6/src projects/project_6/data projects/project_6/notes projects/project_6/reports projects/project_6/c,/home/analyst/baseline_workload/run_20260509_041538/projects/project_6,benign,,1778300422.432,29549,pre_context,20260508_212024_systemd_watershell_SneJlG,20260508_212024_reverse_watershell_firewall_disable_Pe1og8,persistence_tasks,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538/projects/project_6,/home/analyst/baseline_workload/run_20260509_041538/projects/project_6,1000,1000,1000,21619,15400,(none),25
-1.671788,persistence_tasks/systemd_watershell,windows_ncat_auto,mkdir,home_activity,mkdir,,mkdir -p projects/project_6/src projects/project_6/data projects/project_6/notes projects/project_6/reports projects/project_6/c,/home/analyst/baseline_workload/run_20260509_041538,benign,,1778300422.432,29550,pre_context,20260508_212024_systemd_watershell_SneJlG,20260508_212024_reverse_watershell_firewall_disable_Pe1og8,persistence_tasks,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538,/home/analyst/baseline_workload/run_20260509_041538,1000,1000,1000,21619,15400,(none),25
-1.671788,persistence_tasks/systemd_watershell,windows_ncat_auto,mkdir,home_activity,mkdir,,mkdir -p projects/project_6/src projects/project_6/data projects/project_6/notes projects/project_6/reports projects/project_6/c,/home/analyst/baseline_workload/run_20260509_041538/projects,benign,,1778300422.432,29551,pre_context,20260508_212024_systemd_watershell_SneJlG,20260508_212024_reverse_watershell_firewall_disable_Pe1og8,persistence_tasks,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538/projects,/home/analyst/baseline_workload/run_20260509_041538/projects,1000,1000,1000,21619,15400,(none),25
-1.671788,persistence_tasks/systemd_watershell,windows_ncat_auto,mkdir,home_activity,mkdir,,mkdir -p projects/project_6/src projects/project_6/data projects/project_6/notes projects/project_6/reports projects/project_6/c,/home/analyst/baseline_workload/run_20260509_041538/projects/project_6,benign,,1778300422.432,29552,pre_context,20260508_212024_systemd_watershell_SneJlG,20260508_212024_reverse_watershell_firewall_disable_Pe1og8,persistence_tasks,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538/projects/project_6,/home/analyst/baseline_workload/run_20260509_041538/projects/project_6,1000,1000,1000,21619,15400,(none),25
-1.671788,persistence_tasks/systemd_watershell,windows_ncat_auto,mkdir,home_activity,mkdir,,mkdir -p projects/project_6/src projects/project_6/data projects/project_6/notes projects/project_6/reports projects/project_6/c,/home/analyst/baseline_workload/run_20260509_041538,benign,,1778300422.432,29553,pre_context,20260508_212024_systemd_watershell_SneJlG,20260508_212024_reverse_watershell_firewall_disable_Pe1og8,persistence_tasks,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538,/home/analyst/baseline_workload/run_20260509_041538,1000,1000,1000,21619,15400,(none),25
-1.671788,persistence_tasks/systemd_watershell,windows_ncat_auto,mkdir,home_activity,mkdir,,mkdir -p projects/project_6/src projects/project_6/data projects/project_6/notes projects/project_6/reports projects/project_6/c,/home/analyst/baseline_workload/run_20260509_041538/projects,benign,,1778300422.432,29554,pre_context,20260508_212024_systemd_watershell_SneJlG,20260508_212024_reverse_watershell_firewall_disable_Pe1og8,persistence_tasks,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538/projects,/home/analyst/baseline_workload/run_20260509_041538/projects,1000,1000,1000,21619,15400,(none),25
-1.671788,persistence_tasks/systemd_watershell,windows_ncat_auto,mkdir,home_activity,mkdir,,mkdir -p projects/project_6/src projects/project_6/data projects/project_6/notes projects/project_6/reports projects/project_6/c,/home/analyst/baseline_workload/run_20260509_041538/projects/project_6,benign,,1778300422.432,29555,pre_context,20260508_212024_systemd_watershell_SneJlG,20260508_212024_reverse_watershell_firewall_disable_Pe1og8,persistence_tasks,no,-17,/usr/bin/mkdir,/home/analyst/baseline_workload/run_20260509_041538/projects/project_6,/home/analyst/baseline_workload/run_20260509_041538/projects/project_6,1000,1000,1000,21619,15400,(none),25
